window_id,video_flag,audio_flag,eeg_flag,window_emotion
030_36,GOOD,GOOD,GOOD,Calm
030_37,GOOD,GOOD,GOOD,Calm
030_38,GOOD,GOOD,GOOD,Calm
030_39,GOOD,GOOD,GOOD,Calm
030_40,GOOD,GOOD,GOOD,Calm
030_41,GOOD,GOOD,GOOD,Calm
030_42,GOOD,GOOD,GOOD,Calm
030_43,GOOD,GOOD,GOOD,Calm
030_44,GOOD,GOOD,GOOD,Calm
030_45,GOOD,GOOD,GOOD,Calm
030_46,GOOD,GOOD,GOOD,Calm
030_47,GOOD,GOOD,GOOD,Calm
030_48,GOOD,GOOD,GOOD,Calm
030_49,GOOD,GOOD,GOOD,Calm
030_50,GOOD,GOOD,GOOD,Calm
030_51,GOOD,GOOD,GOOD,Calm
030_52,GOOD,GOOD,GOOD,Calm
030_53,GOOD,GOOD,GOOD,Calm
030_54,GOOD,GOOD,GOOD,Calm
030_55,GOOD,GOOD,GOOD,Calm
030_56,GOOD,GOOD,GOOD,Calm
030_57,GOOD,GOOD,GOOD,Calm
030_58,GOOD,GOOD,GOOD,Calm
030_59,GOOD,GOOD,GOOD,Calm
030_60,GOOD,GOOD,GOOD,Calm
030_61,GOOD,GOOD,GOOD,Calm
030_62,GOOD,GOOD,GOOD,Calm
030_63,GOOD,GOOD,GOOD,Calm
030_64,GOOD,GOOD,GOOD,Calm
030_65,GOOD,GOOD,GOOD,Calm
031_00,GOOD,,GOOD,Calm
031_01,GOOD,,GOOD,Calm
031_02,GOOD,,GOOD,Calm
031_03,GOOD,,GOOD,Calm
031_04,GOOD,,GOOD,Calm
031_05,GOOD,,GOOD,Calm
031_06,GOOD,,GOOD,Calm
031_07,GOOD,,GOOD,Calm
031_08,GOOD,,GOOD,Calm
031_09,GOOD,,GOOD,Calm
031_10,GOOD,,NOISY,Calm
031_11,GOOD,,GOOD,Calm
031_12,GOOD,,GOOD,Calm
031_13,GOOD,,GOOD,Calm
031_14,GOOD,,GOOD,Calm
031_15,GOOD,,GOOD,Calm
031_16,GOOD,,GOOD,Calm
031_17,GOOD,,GOOD,Calm
031_18,GOOD,,GOOD,Calm
031_19,GOOD,,GOOD,Calm
031_20,GOOD,,GOOD,Calm
031_21,GOOD,,GOOD,Calm
031_22,GOOD,,GOOD,Calm
031_23,GOOD,,GOOD,Calm
031_24,GOOD,,GOOD,Calm
031_25,GOOD,,GOOD,Calm
031_26,GOOD,,GOOD,Calm
031_27,GOOD,,GOOD,Calm
031_28,GOOD,,GOOD,Calm
031_29,GOOD,,GOOD,Calm
031_30,GOOD,,GOOD,Calm
031_31,GOOD,,GOOD,Calm
031_32,GOOD,,GOOD,Calm
031_33,GOOD,,GOOD,Calm
031_34,GOOD,,GOOD,Calm
031_35,GOOD,,GOOD,Calm
031_36,GOOD,,GOOD,Calm
031_37,GOOD,,GOOD,Calm
031_38,GOOD,,GOOD,Calm
031_39,GOOD,,GOOD,Calm
031_40,GOOD,,GOOD,Calm
031_41,GOOD,,GOOD,Calm
031_42,GOOD,,GOOD,Calm
031_43,GOOD,,GOOD,Calm
031_44,GOOD,,GOOD,Calm
031_45,GOOD,,GOOD,Calm
031_46,GOOD,,GOOD,Calm
031_47,GOOD,,GOOD,Calm
031_48,GOOD,,GOOD,Calm
031_49,GOOD,,GOOD,Calm
031_50,GOOD,,GOOD,Calm
031_51,GOOD,,GOOD,Calm
031_52,GOOD,,GOOD,Calm
031_53,GOOD,,GOOD,Calm
031_54,GOOD,,GOOD,Calm
031_55,GOOD,,GOOD,Calm
031_56,GOOD,,GOOD,Calm
031_57,GOOD,,GOOD,Calm
031_58,GOOD,,GOOD,Calm
031_59,GOOD,,GOOD,Calm
031_60,GOOD,,GOOD,Calm
031_61,GOOD,,GOOD,Calm
031_62,GOOD,,GOOD,Calm
031_63,GOOD,,GOOD,Calm
031_64,GOOD,,GOOD,Calm
031_65,GOOD,,GOOD,Calm
032_00,GOOD,GOOD,GOOD,Calm
032_01,GOOD,GOOD,GOOD,Calm
032_02,GOOD,GOOD,GOOD,Calm
032_03,GOOD,GOOD,GOOD,Calm
032_04,GOOD,GOOD,GOOD,Calm
032_05,GOOD,GOOD,GOOD,Calm
032_06,GOOD,GOOD,GOOD,Calm
032_07,GOOD,GOOD,GOOD,Calm
032_08,GOOD,GOOD,GOOD,Calm
032_09,GOOD,GOOD,GOOD,Calm
032_10,GOOD,GOOD,GOOD,Calm
032_11,GOOD,GOOD,GOOD,Calm
032_12,GOOD,GOOD,GOOD,Calm
032_13,GOOD,GOOD,GOOD,Calm
032_14,GOOD,GOOD,GOOD,Calm
032_15,GOOD,GOOD,GOOD,Calm
032_16,GOOD,GOOD,GOOD,Calm
032_17,GOOD,GOOD,GOOD,Calm
032_18,GOOD,GOOD,GOOD,Calm
032_19,GOOD,GOOD,GOOD,Calm
032_20,GOOD,GOOD,GOOD,Calm
032_21,GOOD,GOOD,GOOD,Calm
032_22,GOOD,GOOD,GOOD,Calm
032_23,GOOD,GOOD,GOOD,Calm
032_24,GOOD,GOOD,GOOD,Calm
032_25,GOOD,GOOD,GOOD,Calm
032_26,GOOD,GOOD,GOOD,Calm
032_27,GOOD,GOOD,GOOD,Calm
032_28,GOOD,GOOD,GOOD,Calm
032_29,GOOD,GOOD,GOOD,Calm
032_30,GOOD,GOOD,GOOD,Calm
032_31,GOOD,GOOD,GOOD,Calm
032_32,GOOD,GOOD,GOOD,Calm
032_33,GOOD,GOOD,GOOD,Calm
032_34,GOOD,GOOD,GOOD,Calm
032_35,GOOD,GOOD,GOOD,Calm
032_36,GOOD,GOOD,GOOD,Calm
032_37,GOOD,GOOD,GOOD,Calm
032_38,GOOD,GOOD,GOOD,Calm
032_39,GOOD,GOOD,GOOD,Calm
032_40,GOOD,GOOD,GOOD,Calm
032_41,GOOD,GOOD,GOOD,Calm
032_42,GOOD,GOOD,GOOD,Calm
032_43,GOOD,GOOD,GOOD,Calm
032_44,GOOD,GOOD,GOOD,Calm
032_45,GOOD,GOOD,GOOD,Calm
032_46,GOOD,GOOD,GOOD,Calm
032_47,GOOD,GOOD,GOOD,Calm
032_48,GOOD,GOOD,GOOD,Calm
032_49,GOOD,GOOD,GOOD,Calm
032_50,GOOD,GOOD,GOOD,Calm
032_51,GOOD,GOOD,GOOD,Calm
032_52,GOOD,GOOD,GOOD,Calm
032_53,GOOD,GOOD,GOOD,Calm
032_54,GOOD,GOOD,GOOD,Calm
032_55,GOOD,GOOD,GOOD,Calm
032_56,GOOD,GOOD,GOOD,Calm
032_57,GOOD,GOOD,GOOD,Calm
032_58,GOOD,GOOD,GOOD,Calm
032_59,GOOD,GOOD,GOOD,Calm
032_60,GOOD,GOOD,GOOD,Calm
032_61,GOOD,GOOD,GOOD,Calm
032_62,GOOD,GOOD,GOOD,Calm
032_63,GOOD,GOOD,GOOD,Calm
032_64,GOOD,GOOD,GOOD,Calm
032_65,GOOD,GOOD,GOOD,Calm
033_00,GOOD,,GOOD,Calm
033_01,GOOD,,GOOD,Calm
033_02,GOOD,,GOOD,Calm
033_03,GOOD,,GOOD,Calm
033_04,GOOD,,GOOD,Calm
033_05,GOOD,,GOOD,Calm
033_06,GOOD,,GOOD,Calm
033_07,GOOD,,GOOD,Calm
033_08,GOOD,,GOOD,Calm
033_09,GOOD,,GOOD,Calm
033_10,GOOD,,GOOD,Calm
033_11,GOOD,,GOOD,Calm
033_12,GOOD,,GOOD,Calm
033_13,GOOD,,GOOD,Calm
033_14,GOOD,,GOOD,Calm
033_15,GOOD,,GOOD,Calm
033_16,GOOD,,GOOD,Calm
033_17,GOOD,,GOOD,Calm
033_18,GOOD,,GOOD,Calm
033_19,GOOD,,GOOD,Calm
033_20,GOOD,,GOOD,Calm
033_21,GOOD,,GOOD,Calm
033_22,GOOD,,GOOD,Calm
033_23,GOOD,,GOOD,Calm
033_24,GOOD,,GOOD,Calm
033_25,GOOD,,GOOD,Calm
033_26,GOOD,,GOOD,Calm
033_27,GOOD,,GOOD,Calm
033_28,GOOD,,GOOD,Calm
033_29,GOOD,,GOOD,Calm
033_30,GOOD,,GOOD,Calm
033_31,GOOD,,GOOD,Calm
033_32,GOOD,,GOOD,Calm
033_33,GOOD,,GOOD,Calm
033_34,GOOD,,GOOD,Calm
033_35,GOOD,,GOOD,Calm
033_36,GOOD,,GOOD,Calm
033_37,GOOD,,GOOD,Calm
033_38,GOOD,,GOOD,Calm
033_39,GOOD,,GOOD,Calm
033_40,GOOD,,GOOD,Calm
033_41,GOOD,,GOOD,Calm
033_42,GOOD,,GOOD,Calm
033_43,GOOD,,GOOD,Calm
033_44,GOOD,,GOOD,Calm
033_45,GOOD,,GOOD,Calm
033_46,GOOD,,GOOD,Calm
033_47,GOOD,,GOOD,Calm
033_48,GOOD,,GOOD,Calm
033_49,GOOD,,GOOD,Calm
033_50,GOOD,,GOOD,Calm
033_51,GOOD,,GOOD,Calm
033_52,GOOD,,GOOD,Calm
033_53,GOOD,,GOOD,Calm
033_54,GOOD,,GOOD,Calm
033_55,GOOD,,GOOD,Calm
033_56,GOOD,,GOOD,Calm
033_57,GOOD,,GOOD,Calm
033_58,GOOD,,GOOD,Calm
033_59,GOOD,,GOOD,Calm
033_60,GOOD,,GOOD,Calm
033_61,GOOD,,GOOD,Calm
033_62,GOOD,,GOOD,Calm
033_63,GOOD,,GOOD,Calm
033_64,GOOD,,GOOD,Calm
033_65,GOOD,,GOOD,Calm
034_00,GOOD,GOOD,GOOD,Calm
034_01,GOOD,GOOD,GOOD,Calm
034_02,GOOD,GOOD,GOOD,Calm
034_03,GOOD,GOOD,GOOD,Calm
034_04,GOOD,GOOD,GOOD,Calm
034_05,GOOD,GOOD,GOOD,Calm
034_06,GOOD,GOOD,GOOD,Calm
034_07,GOOD,GOOD,GOOD,Calm
034_08,GOOD,GOOD,GOOD,Calm
034_09,GOOD,GOOD,GOOD,Calm
034_10,GOOD,GOOD,GOOD,Calm
034_11,GOOD,GOOD,GOOD,Calm
034_12,GOOD,GOOD,GOOD,Calm
034_13,GOOD,GOOD,GOOD,Calm
034_14,GOOD,GOOD,GOOD,Calm
034_15,GOOD,GOOD,GOOD,Calm
034_16,GOOD,GOOD,GOOD,Calm
034_17,GOOD,GOOD,GOOD,Calm
034_18,GOOD,GOOD,GOOD,Calm
034_19,GOOD,GOOD,GOOD,Calm
034_20,GOOD,GOOD,GOOD,Calm
034_21,GOOD,GOOD,GOOD,Calm
034_22,GOOD,GOOD,GOOD,Calm
034_23,GOOD,GOOD,GOOD,Calm
034_24,GOOD,GOOD,GOOD,Calm
034_25,GOOD,GOOD,GOOD,Calm
034_26,GOOD,GOOD,GOOD,Calm
034_27,GOOD,GOOD,GOOD,Calm
034_28,GOOD,GOOD,GOOD,Calm
034_29,GOOD,GOOD,GOOD,Calm
034_30,GOOD,GOOD,GOOD,Calm
034_31,GOOD,GOOD,GOOD,Calm
034_32,GOOD,GOOD,GOOD,Calm
034_33,GOOD,GOOD,GOOD,Calm
034_34,GOOD,GOOD,GOOD,Calm
034_35,GOOD,GOOD,GOOD,Calm
034_36,GOOD,GOOD,GOOD,Calm
034_37,GOOD,GOOD,GOOD,Calm
034_38,GOOD,GOOD,GOOD,Calm
034_39,GOOD,GOOD,GOOD,Calm
034_40,GOOD,GOOD,GOOD,Calm
034_41,GOOD,GOOD,GOOD,Calm
034_42,GOOD,GOOD,GOOD,Calm
034_43,GOOD,GOOD,GOOD,Calm
034_44,GOOD,GOOD,GOOD,Calm
034_45,GOOD,GOOD,GOOD,Calm
034_46,GOOD,GOOD,GOOD,Calm
034_47,GOOD,GOOD,GOOD,Calm
034_48,GOOD,GOOD,GOOD,Calm
034_49,GOOD,GOOD,GOOD,Calm
034_50,GOOD,GOOD,GOOD,Calm
034_51,GOOD,GOOD,GOOD,Calm
034_52,GOOD,GOOD,GOOD,Calm
034_53,GOOD,GOOD,GOOD,Calm
034_54,GOOD,GOOD,GOOD,Calm
034_55,GOOD,GOOD,GOOD,Calm
034_56,GOOD,GOOD,GOOD,Calm
034_57,GOOD,GOOD,GOOD,Calm
034_58,GOOD,GOOD,GOOD,Calm
034_59,GOOD,GOOD,GOOD,Calm
034_60,GOOD,GOOD,GOOD,Calm
034_61,GOOD,GOOD,GOOD,Calm
034_62,GOOD,GOOD,GOOD,Calm
034_63,GOOD,GOOD,GOOD,Calm
034_64,GOOD,GOOD,GOOD,Calm
034_65,GOOD,GOOD,GOOD,Calm
035_00,GOOD,,GOOD,Calm
035_01,GOOD,,GOOD,Calm
035_02,GOOD,,GOOD,Calm
035_03,GOOD,,GOOD,Calm
035_04,GOOD,,GOOD,Calm
035_05,GOOD,,GOOD,Calm
035_06,GOOD,,GOOD,Calm
035_07,GOOD,,GOOD,Calm
035_08,GOOD,,GOOD,Calm
035_09,GOOD,,GOOD,Calm
035_10,GOOD,,GOOD,Calm
035_11,GOOD,,GOOD,Calm
035_12,GOOD,,GOOD,Calm
035_13,GOOD,,GOOD,Calm
035_14,GOOD,,GOOD,Calm
035_15,GOOD,,GOOD,Calm
035_16,GOOD,,GOOD,Calm
035_17,GOOD,,GOOD,Calm
035_18,GOOD,,GOOD,Calm
035_19,GOOD,,GOOD,Calm
035_20,GOOD,,GOOD,Calm
035_21,GOOD,,GOOD,Calm
035_22,GOOD,,GOOD,Calm
035_23,GOOD,,GOOD,Calm
035_24,GOOD,,GOOD,Calm
035_25,GOOD,,GOOD,Calm
035_26,GOOD,,GOOD,Calm
035_27,GOOD,,GOOD,Calm
035_28,GOOD,,GOOD,Calm
035_29,GOOD,,GOOD,Calm
035_30,GOOD,,GOOD,Calm
035_31,GOOD,,GOOD,Calm
035_32,GOOD,,GOOD,Calm
035_33,GOOD,,GOOD,Calm
035_34,GOOD,,GOOD,Calm
035_35,GOOD,,GOOD,Calm
035_36,GOOD,,GOOD,Calm
035_37,GOOD,,GOOD,Calm
035_38,GOOD,,GOOD,Calm
035_39,GOOD,,GOOD,Calm
035_40,GOOD,,GOOD,Calm
035_41,GOOD,,GOOD,Calm
035_42,GOOD,,GOOD,Calm
035_43,GOOD,,GOOD,Calm
035_44,GOOD,,GOOD,Calm
035_45,GOOD,,GOOD,Calm
035_46,GOOD,,GOOD,Calm
035_47,GOOD,,GOOD,Calm
035_48,GOOD,,GOOD,Calm
035_49,GOOD,,GOOD,Calm
035_50,GOOD,,GOOD,Calm
035_51,GOOD,,GOOD,Calm
035_52,GOOD,,GOOD,Calm
035_53,GOOD,,GOOD,Calm
035_54,GOOD,,GOOD,Calm
035_55,GOOD,,GOOD,Calm
035_56,GOOD,,GOOD,Calm
035_57,GOOD,,GOOD,Calm
035_58,GOOD,,GOOD,Calm
035_59,GOOD,,GOOD,Calm
035_60,GOOD,,GOOD,Calm
035_61,GOOD,,GOOD,Calm
035_62,GOOD,,GOOD,Calm
035_63,GOOD,,GOOD,Calm
035_64,GOOD,,GOOD,Calm
035_65,GOOD,,GOOD,Calm
036_00,GOOD,GOOD,GOOD,Calm
036_01,GOOD,GOOD,GOOD,Calm
036_02,GOOD,GOOD,GOOD,Calm
036_03,GOOD,GOOD,GOOD,Calm
036_04,GOOD,GOOD,GOOD,Calm
036_05,GOOD,GOOD,GOOD,Calm
036_06,GOOD,GOOD,GOOD,Calm
036_07,GOOD,GOOD,GOOD,Calm
036_08,GOOD,GOOD,GOOD,Calm
036_09,GOOD,GOOD,GOOD,Calm
036_10,GOOD,GOOD,GOOD,Calm
036_11,GOOD,GOOD,GOOD,Calm
036_12,GOOD,GOOD,GOOD,Calm
036_13,GOOD,GOOD,GOOD,Calm
036_14,GOOD,GOOD,GOOD,Calm
036_15,GOOD,GOOD,GOOD,Calm
036_16,GOOD,GOOD,GOOD,Calm
036_17,GOOD,GOOD,GOOD,Calm
036_18,GOOD,GOOD,GOOD,Calm
036_19,GOOD,GOOD,GOOD,Calm
036_20,GOOD,GOOD,GOOD,Calm
036_21,GOOD,GOOD,GOOD,Calm
036_22,GOOD,GOOD,GOOD,Calm
036_23,GOOD,GOOD,GOOD,Calm
036_24,GOOD,GOOD,GOOD,Calm
036_25,GOOD,GOOD,GOOD,Calm
036_26,GOOD,GOOD,GOOD,Calm
036_27,GOOD,GOOD,GOOD,Calm
036_28,GOOD,GOOD,GOOD,Calm
036_29,GOOD,GOOD,GOOD,Calm
036_30,GOOD,GOOD,GOOD,Calm
036_31,GOOD,GOOD,GOOD,Calm
036_32,GOOD,GOOD,GOOD,Calm
036_33,GOOD,GOOD,GOOD,Calm
036_34,GOOD,GOOD,GOOD,Calm
036_35,GOOD,GOOD,GOOD,Calm
036_36,GOOD,GOOD,GOOD,Calm
036_37,GOOD,GOOD,GOOD,Calm
036_38,GOOD,GOOD,GOOD,Calm
036_39,GOOD,GOOD,GOOD,Calm
036_40,GOOD,GOOD,GOOD,Calm
036_41,GOOD,GOOD,GOOD,Calm
036_42,GOOD,GOOD,GOOD,Calm
036_43,GOOD,GOOD,GOOD,Calm
036_44,GOOD,GOOD,GOOD,Calm
036_45,GOOD,GOOD,GOOD,Calm
036_46,GOOD,GOOD,GOOD,Calm
036_47,GOOD,GOOD,GOOD,Calm
036_48,GOOD,GOOD,GOOD,Calm
036_49,GOOD,GOOD,GOOD,Calm
036_50,GOOD,GOOD,GOOD,Calm
036_51,GOOD,GOOD,GOOD,Calm
036_52,GOOD,GOOD,GOOD,Calm
036_53,GOOD,GOOD,GOOD,Calm
036_54,GOOD,GOOD,GOOD,Calm
036_55,GOOD,GOOD,GOOD,Calm
036_56,GOOD,GOOD,GOOD,Calm
036_57,GOOD,GOOD,GOOD,Calm
036_58,GOOD,GOOD,GOOD,Calm
036_59,GOOD,GOOD,GOOD,Calm
036_60,GOOD,GOOD,GOOD,Calm
036_61,GOOD,GOOD,GOOD,Calm
036_62,GOOD,GOOD,GOOD,Calm
036_63,GOOD,GOOD,GOOD,Calm
036_64,GOOD,GOOD,GOOD,Calm
036_65,GOOD,GOOD,GOOD,Calm
037_00,GOOD,,GOOD,Calm
037_01,GOOD,,GOOD,Calm
037_02,GOOD,,GOOD,Calm
037_03,GOOD,,GOOD,Calm
037_04,GOOD,,GOOD,Calm
037_05,GOOD,,GOOD,Calm
037_06,GOOD,,GOOD,Calm
037_07,GOOD,,GOOD,Calm
037_08,GOOD,,GOOD,Calm
037_09,GOOD,,GOOD,Calm
037_10,GOOD,,GOOD,Calm
037_11,GOOD,,GOOD,Calm
037_12,GOOD,,GOOD,Calm
037_13,GOOD,,GOOD,Calm
037_14,GOOD,,GOOD,Calm
037_15,GOOD,,GOOD,Calm
037_16,GOOD,,GOOD,Calm
037_17,GOOD,,GOOD,Calm
037_18,GOOD,,GOOD,Calm
037_19,GOOD,,GOOD,Calm
037_20,GOOD,,GOOD,Calm
037_21,GOOD,,GOOD,Calm
037_22,GOOD,,GOOD,Calm
037_23,GOOD,,GOOD,Calm
037_24,GOOD,,GOOD,Calm
037_25,GOOD,,GOOD,Calm
037_26,GOOD,,GOOD,Calm
037_27,GOOD,,GOOD,Calm
037_28,GOOD,,GOOD,Calm
037_29,GOOD,,GOOD,Calm
037_30,GOOD,,GOOD,Calm
037_31,GOOD,,GOOD,Calm
037_32,GOOD,,GOOD,Calm
037_33,GOOD,,GOOD,Calm
037_34,GOOD,,GOOD,Calm
037_35,GOOD,,GOOD,Calm
037_36,GOOD,,GOOD,Calm
037_37,GOOD,,GOOD,Calm
037_38,GOOD,,GOOD,Calm
037_39,GOOD,,GOOD,Calm
037_40,GOOD,,GOOD,Calm
037_41,GOOD,,GOOD,Calm
037_42,GOOD,,GOOD,Calm
037_43,GOOD,,GOOD,Calm
037_44,GOOD,,GOOD,Calm
037_45,GOOD,,GOOD,Calm
037_46,GOOD,,GOOD,Calm
037_47,GOOD,,GOOD,Calm
037_48,GOOD,,GOOD,Calm
037_49,GOOD,,GOOD,Calm
037_50,GOOD,,GOOD,Calm
037_51,GOOD,,GOOD,Calm
037_52,GOOD,,GOOD,Calm
037_53,GOOD,,GOOD,Calm
037_54,GOOD,,GOOD,Calm
037_55,GOOD,,GOOD,Calm
037_56,GOOD,,GOOD,Calm
037_57,GOOD,,GOOD,Calm
037_58,GOOD,,GOOD,Calm
037_59,GOOD,,GOOD,Calm
037_60,GOOD,,GOOD,Calm
037_61,GOOD,,GOOD,Calm
037_62,GOOD,,GOOD,Calm
037_63,GOOD,,GOOD,Calm
037_64,GOOD,,GOOD,Calm
037_65,GOOD,,GOOD,Calm
038_00,GOOD,GOOD,GOOD,Calm
038_01,GOOD,GOOD,GOOD,Calm
038_02,GOOD,GOOD,GOOD,Calm
038_03,GOOD,GOOD,GOOD,Calm
038_04,GOOD,GOOD,GOOD,Calm
038_05,GOOD,GOOD,GOOD,Calm
038_06,GOOD,GOOD,GOOD,Calm
038_07,GOOD,GOOD,GOOD,Calm
038_08,GOOD,GOOD,GOOD,Calm
038_09,GOOD,GOOD,GOOD,Calm
038_10,GOOD,GOOD,GOOD,Calm
038_11,GOOD,GOOD,GOOD,Calm
038_12,GOOD,GOOD,GOOD,Calm
038_13,GOOD,GOOD,GOOD,Calm
038_14,GOOD,GOOD,GOOD,Calm
038_15,GOOD,GOOD,GOOD,Calm
038_16,GOOD,GOOD,GOOD,Calm
038_17,GOOD,GOOD,GOOD,Calm
038_18,GOOD,GOOD,GOOD,Calm
038_19,GOOD,GOOD,GOOD,Calm
038_20,GOOD,GOOD,GOOD,Calm
038_21,GOOD,GOOD,GOOD,Calm
038_22,GOOD,GOOD,GOOD,Calm
038_23,GOOD,GOOD,GOOD,Calm
038_24,GOOD,GOOD,GOOD,Calm
038_25,GOOD,GOOD,GOOD,Calm
038_26,GOOD,GOOD,GOOD,Calm
038_27,GOOD,GOOD,GOOD,Calm
038_28,GOOD,GOOD,GOOD,Calm
038_29,GOOD,GOOD,GOOD,Calm
038_30,GOOD,GOOD,GOOD,Calm
038_31,GOOD,GOOD,GOOD,Calm
038_32,GOOD,GOOD,GOOD,Calm
038_33,GOOD,GOOD,GOOD,Calm
038_34,GOOD,GOOD,GOOD,Calm
038_35,GOOD,GOOD,GOOD,Calm
038_36,GOOD,GOOD,GOOD,Calm
038_37,GOOD,GOOD,GOOD,Calm
038_38,GOOD,GOOD,GOOD,Calm
038_39,GOOD,GOOD,GOOD,Calm
038_40,GOOD,GOOD,GOOD,Calm
038_41,GOOD,GOOD,GOOD,Calm
038_42,GOOD,GOOD,GOOD,Calm
038_43,GOOD,GOOD,GOOD,Calm
038_44,GOOD,GOOD,GOOD,Calm
038_45,GOOD,GOOD,GOOD,Calm
038_46,GOOD,GOOD,NOISY,Calm
038_47,GOOD,GOOD,GOOD,Calm
038_48,GOOD,GOOD,GOOD,Calm
038_49,GOOD,GOOD,GOOD,Calm
038_50,GOOD,GOOD,GOOD,Calm
038_51,GOOD,GOOD,GOOD,Calm
038_52,GOOD,GOOD,GOOD,Calm
038_53,GOOD,GOOD,GOOD,Calm
038_54,GOOD,GOOD,GOOD,Calm
038_55,GOOD,GOOD,GOOD,Calm
038_56,GOOD,GOOD,GOOD,Calm
038_57,GOOD,GOOD,GOOD,Calm
038_58,GOOD,GOOD,GOOD,Calm
038_59,GOOD,GOOD,GOOD,Calm
038_60,GOOD,GOOD,GOOD,Calm
038_61,GOOD,GOOD,GOOD,Calm
038_62,GOOD,GOOD,GOOD,Calm
038_63,GOOD,GOOD,GOOD,Calm
038_64,GOOD,GOOD,GOOD,Calm
038_65,GOOD,GOOD,GOOD,Calm
039_00,GOOD,,GOOD,Calm
039_01,GOOD,,GOOD,Calm
039_02,GOOD,,GOOD,Calm
039_03,GOOD,,GOOD,Calm
039_04,GOOD,,GOOD,Calm
039_05,GOOD,,GOOD,Calm
039_06,GOOD,,GOOD,Calm
039_07,GOOD,,GOOD,Calm
039_08,GOOD,,GOOD,Calm
039_09,GOOD,,GOOD,Calm
039_10,GOOD,,GOOD,Calm
039_11,GOOD,,GOOD,Calm
039_12,GOOD,,GOOD,Calm
039_13,GOOD,,GOOD,Calm
039_14,GOOD,,GOOD,Calm
039_15,GOOD,,GOOD,Calm
039_16,GOOD,,GOOD,Calm
039_17,GOOD,,GOOD,Calm
039_18,GOOD,,GOOD,Calm
039_19,GOOD,,GOOD,Calm
039_20,GOOD,,GOOD,Calm
039_21,GOOD,,GOOD,Calm
039_22,GOOD,,GOOD,Calm
039_23,GOOD,,GOOD,Calm
039_24,GOOD,,GOOD,Calm
039_25,GOOD,,GOOD,Calm
039_26,GOOD,,GOOD,Calm
039_27,GOOD,,GOOD,Calm
039_28,GOOD,,GOOD,Calm
039_29,GOOD,,GOOD,Calm
039_30,GOOD,,GOOD,Calm
039_31,GOOD,,GOOD,Calm
039_32,GOOD,,GOOD,Calm
039_33,GOOD,,GOOD,Calm
039_34,GOOD,,GOOD,Calm
039_35,GOOD,,GOOD,Calm
039_36,GOOD,,GOOD,Calm
039_37,GOOD,,GOOD,Calm
039_38,GOOD,,GOOD,Calm
039_39,GOOD,,GOOD,Calm
039_40,GOOD,,GOOD,Calm
039_41,GOOD,,GOOD,Calm
039_42,GOOD,,GOOD,Calm
039_43,GOOD,,GOOD,Calm
039_44,GOOD,,GOOD,Calm
039_45,GOOD,,GOOD,Calm
039_46,GOOD,,GOOD,Calm
039_47,GOOD,,GOOD,Calm
039_48,GOOD,,GOOD,Calm
039_49,GOOD,,GOOD,Calm
039_50,GOOD,,GOOD,Calm
039_51,GOOD,,GOOD,Calm
039_52,GOOD,,GOOD,Calm
039_53,GOOD,,GOOD,Calm
039_54,GOOD,,GOOD,Calm
039_55,GOOD,,GOOD,Calm
039_56,GOOD,,GOOD,Calm
039_57,GOOD,,GOOD,Calm
039_58,GOOD,,GOOD,Calm
039_59,GOOD,,GOOD,Calm
039_60,GOOD,,GOOD,Calm
039_61,GOOD,,GOOD,Calm
039_62,GOOD,,GOOD,Calm
039_63,GOOD,,GOOD,Calm
039_64,GOOD,,GOOD,Calm
039_65,GOOD,,GOOD,Calm
040_00,GOOD,GOOD,GOOD,Calm
040_01,GOOD,GOOD,GOOD,Calm
040_02,GOOD,GOOD,GOOD,Calm
040_03,GOOD,GOOD,GOOD,Calm
040_04,GOOD,GOOD,GOOD,Calm
040_05,GOOD,GOOD,GOOD,Calm
040_06,GOOD,GOOD,GOOD,Calm
040_07,GOOD,GOOD,GOOD,Calm
040_08,GOOD,GOOD,GOOD,Calm
040_09,GOOD,GOOD,GOOD,Calm
040_10,GOOD,GOOD,GOOD,Calm
040_11,GOOD,GOOD,GOOD,Calm
040_12,GOOD,GOOD,GOOD,Calm
040_13,GOOD,GOOD,GOOD,Calm
040_14,GOOD,GOOD,GOOD,Calm
040_15,GOOD,GOOD,GOOD,Calm
040_16,GOOD,GOOD,GOOD,Calm
040_17,GOOD,GOOD,GOOD,Calm
040_18,GOOD,GOOD,GOOD,Calm
040_19,GOOD,GOOD,GOOD,Calm
040_20,GOOD,GOOD,GOOD,Calm
040_21,GOOD,GOOD,GOOD,Calm
040_22,GOOD,GOOD,BAD,Calm
040_23,GOOD,GOOD,GOOD,Calm
040_24,GOOD,GOOD,GOOD,Calm
040_25,GOOD,GOOD,GOOD,Calm
040_26,GOOD,GOOD,GOOD,Calm
040_27,GOOD,GOOD,NOISY,Calm
040_28,GOOD,GOOD,GOOD,Calm
040_29,GOOD,GOOD,GOOD,Calm
040_30,GOOD,GOOD,GOOD,Calm
040_31,GOOD,GOOD,GOOD,Calm
040_32,GOOD,GOOD,GOOD,Calm
040_33,GOOD,GOOD,GOOD,Calm
040_34,GOOD,GOOD,GOOD,Calm
040_35,GOOD,GOOD,GOOD,Calm
040_36,GOOD,GOOD,GOOD,Calm
040_37,GOOD,GOOD,GOOD,Calm
040_38,GOOD,GOOD,GOOD,Calm
040_39,GOOD,GOOD,GOOD,Calm
